Course	Room	Teacher	Time	Students
912	132 - C, 1	79	1	2590 2486 2161 2083 324 4575 2528 4925 4687 4130 2640 1910 1167 829 145 78 4762 4681 4116 2608 391 
898	132 - C, 1	422	2	4495 3444 2936 1290 716 4424 3849 2945 1345 918 836 4381 3269 2167 932 717 327 317 3264 2267 1251 
871	132 - C, 1	61	3	4839 4365 4351 4343 2778 2652 2534 2425 1946 941 267 2021 800 4259 3860 3507 2653 1848 1562 4645 3059 
857	132 - C, 1	290	4	4641 4343 3871 2375 1751 958 664 4266 2753 1345 4005 2555 983 580 4886 2116 1823 1667 1620 689 546 
48	133 - B, 0	136	2	4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 
50	133 - B, 0	35	1	4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 4868 4761 4516 4265 3879 3583 3440 2726 2074 2050 2023 1997 1959 1698 1628 1512 1471 1425 1220 597 412 
48	133 - B, 0	136	2	4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 4645 4498 4363 4286 4095 4011 3792 3721 3630 3482 3122 2689 2624 2589 2583 2416 2357 2198 2158 1915 1749 1650 1351 1245 715 458 367 298 42 
295	180 - B, 0	420	2	4350 2155 1116 4605 4587 3796 3737 2212 1819 1278 1085 4960 4909 4346 4233 3609 
17	133 - B, 0	382	4	4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 4713 4609 4529 4382 4240 4217 3983 3928 3575 3390 3292 3137 2893 2838 2713 2331 2152 2100 1958 1913 1908 1868 1272 968 659 31 
18	63 - A, 2	365	0	4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 4283 3895 3657 3500 3391 3199 3058 3054 3029 2944 2872 2823 2541 2521 2436 2219 2026 1636 1536 1316 1238 16 
726	134 - A, 2	378	1	4081 3924 3898 3380 661 582 2210 1923 779 646 280 4152 2796 2347 2102 1519 852 179 4407 3657 3618 2760 810 
489	134 - A, 2	67	2	3649 2579 1882 1340 576 3136 2381 2288 684 4974 4936 4884 4701 3585 3449 3231 2056 862 564 397 338 2500 1568 
435	134 - A, 2	488	3	4546 3752 2880 2673 941 457 4913 4441 4303 4192 3136 1980 787 83 4490 4133 4077 1587 4868 3552 3132 1935 257 
374	134 - A, 2	133	4	4856 3841 3081 2526 2421 297 4806 4501 3503 1941 1795 1580 647 249 4651 3330 2770 2188 1274 4134 2804 2458 1899 
107	135 - B, 0	207	1	4101 2942 2018 669 4676 2178 1857 1846 296 2336 2271 1209 3669 2374 2196 4101 
226	135 - B, 0	278	2	4263 3026 2699 352 155 4827 4633 3202 740 4981 4263 3026 2699 352 155 4827 
215	135 - B, 0	86	3	4910 4260 1330 1056 3730 3430 3123 2387 5000 4983 4331 2557 2056 1622 288 4836 
150	135 - B, 0	287	4	4597 2932 439 2632 1446 3893 3468 2060 3575 3353 4597 2932 439 2632 1446 3893 
